die_opening,distance,thickness,mean_springback
30,15.0,0.5,2.029
30,15.0,2.5,0.9576666666666668
30,2.5,2.5,0.5982
30,5.0,1.0,0.851
30,2.5,2.5,0.5982
30,15.0,0.5,2.029
30,15.0,2.5,0.9576666666666668
30,15.0,1.5,1.1096666666666666
30,15.0,0.5,2.029
30,2.5,2.5,0.5982
30,15.0,2.0,0.8876666666666666
30,12.5,0.5,1.7403333333333333
30,10.0,3.0,0.5976666666666667
30,2.5,2.5,0.5982
30,17.5,2.5,1.1126666666666665
30,20.0,1.5,1.4116666666666668
30,2.5,2.5,0.5982
30,20.0,1.5,1.4116666666666668
30,12.5,0.5,1.7403333333333333
30,12.5,2.5,0.8405
30,15.0,3.0,0.7720000000000001
30,2.5,3.0,0.465
30,17.5,0.5,2.6945
30,7.5,0.5,1.3143333333333336
30,2.5,2.5,0.5982
30,2.5,2.5,0.5982
30,2.5,2.5,0.5982
30,10.0,0.5,1.5273333333333332
30,12.5,2.5,0.8405
30,17.5,0.5,2.6945
30,2.5,2.5,0.5982
30,2.5,3.0,0.465
30,20.0,1.0,1.7586666666666666
30,7.5,2.5,0.6786666666666666
30,12.5,0.5,1.7403333333333333
30,20.0,1.5,1.4116666666666668
30,2.5,1.0,0.63
30,15.0,3.0,0.7720000000000001
30,5.0,1.5,0.6476666666666667
30,10.0,2.5,0.6895000000000001
30,17.5,2.5,1.1126666666666665
30,15.0,0.5,2.029
30,15.0,2.5,0.9576666666666668
30,15.0,2.5,0.9576666666666668
30,5.0,3.0,0.48300000000000004
30,12.5,2.5,0.8405
30,10.0,1.5,0.7006666666666668
30,10.0,1.5,0.7006666666666668
30,17.5,2.5,1.1126666666666665
30,15.0,2.5,0.9576666666666668
30,5.0,2.5,0.6084
30,17.5,0.5,2.6945
30,7.5,0.5,1.3143333333333336
30,5.0,1.0,0.851
30,15.0,2.5,0.9576666666666668
30,20.0,1.5,1.4116666666666668
30,15.0,2.0,0.8876666666666666
30,15.0,2.5,0.9576666666666668
30,2.5,1.5,0.8033333333333333
30,12.5,2.5,0.8405
30,7.5,2.5,0.6786666666666666
30,10.0,2.5,0.6895000000000001
30,15.0,2.5,0.9576666666666668
30,15.0,2.0,0.8876666666666666
30,15.0,0.5,2.029
30,5.0,2.5,0.6084
30,20.0,2.5,1.3065
30,20.0,3.0,1.10025
30,5.0,2.0,0.4963333333333333
30,15.0,1.0,1.1573333333333335
30,15.0,1.0,1.1573333333333335
30,20.0,1.0,1.7586666666666666
30,10.0,2.5,0.6895000000000001
30,10.0,0.5,1.5273333333333332
30,20.0,1.5,1.4116666666666668
30,5.0,2.0,0.4963333333333333
30,12.5,2.5,0.8405
30,20.0,2.5,1.3065
30,12.5,0.5,1.7403333333333333
30,5.0,2.5,0.6084
30,20.0,2.0,1.247
30,15.0,2.0,0.8876666666666666
30,20.0,2.5,1.3065
30,20.0,3.0,1.10025
30,2.5,3.0,0.465
30,20.0,1.5,1.4116666666666668
30,5.0,1.0,0.851
30,10.0,2.0,0.652
30,5.0,2.5,0.6084
30,7.5,0.5,1.3143333333333336
30,17.5,0.5,2.6945
30,5.0,0.5,1.1675
30,10.0,1.0,1.0153333333333334
30,5.0,1.5,0.6476666666666667
30,10.0,3.0,0.5976666666666667
30,20.0,2.5,1.3065
30,20.0,2.5,1.3065
30,5.0,2.5,0.6084
30,7.5,0.5,1.3143333333333336
30,7.5,2.5,0.6786666666666666
30,12.5,2.5,0.8405
30,20.0,3.0,1.10025
30,5.0,3.0,0.48300000000000004
30,10.0,3.0,0.5976666666666667
30,2.5,1.0,0.63
30,20.0,2.5,1.3065
30,20.0,1.5,1.4116666666666668
30,2.5,0.5,1.0883333333333334
30,15.0,1.5,1.1096666666666666
30,2.5,2.5,0.5982
30,2.5,2.5,0.5982
30,20.0,2.0,1.247
30,15.0,2.5,0.9576666666666668
30,7.5,2.5,0.6786666666666666
30,2.5,0.5,1.0883333333333334
30,17.5,2.5,1.1126666666666665
30,2.5,3.0,0.465
30,15.0,1.5,1.1096666666666666
30,5.0,2.5,0.6084
30,12.5,0.5,1.7403333333333333
30,12.5,2.5,0.8405
30,10.0,1.0,1.0153333333333334
30,10.0,2.5,0.6895000000000001
30,15.0,2.5,0.9576666666666668
30,2.5,2.5,0.5982
30,10.0,1.0,1.0153333333333334
30,10.0,2.0,0.652
30,2.5,2.5,0.5982
30,2.5,2.5,0.5982
30,20.0,1.5,1.4116666666666668
30,15.0,3.0,0.7720000000000001
30,12.5,2.5,0.8405
30,17.5,2.5,1.1126666666666665
30,5.0,1.5,0.6476666666666667
30,10.0,2.5,0.6895000000000001
30,5.0,1.5,0.6476666666666667
30,5.0,1.0,0.851
30,10.0,1.5,0.7006666666666668
30,2.5,1.5,0.8033333333333333
30,5.0,2.5,0.6084
30,5.0,2.5,0.6084
30,10.0,2.0,0.652
30,2.5,2.5,0.5982
30,20.0,2.5,1.3065
30,5.0,3.0,0.48300000000000004
30,7.5,0.5,1.3143333333333336
30,5.0,2.0,0.4963333333333333
30,12.5,0.5,1.7403333333333333
30,20.0,1.5,1.4116666666666668
30,10.0,1.5,0.7006666666666668
30,20.0,1.0,1.7586666666666666
30,17.5,0.5,2.6945
30,2.5,2.5,0.5982
30,15.0,3.0,0.7720000000000001
30,17.5,2.5,1.1126666666666665
30,10.0,0.5,1.5273333333333332
30,20.0,3.0,1.10025
30,20.0,3.0,1.10025
30,20.0,2.0,1.247
30,5.0,2.5,0.6084
30,5.0,2.5,0.6084
30,10.0,1.5,0.7006666666666668
30,7.5,2.5,0.6786666666666666
30,20.0,2.0,1.247
30,20.0,2.5,1.3065
30,7.5,2.5,0.6786666666666666
30,5.0,3.0,0.48300000000000004
30,10.0,2.5,0.6895000000000001
30,5.0,1.0,0.851
30,20.0,1.5,1.4116666666666668
30,7.5,2.5,0.6786666666666666
30,2.5,3.0,0.465
30,15.0,3.0,0.7720000000000001
30,2.5,1.5,0.8033333333333333
30,2.5,1.5,0.8033333333333333
30,20.0,1.0,1.7586666666666666
30,5.0,2.0,0.4963333333333333
30,10.0,2.0,0.652
30,20.0,3.0,1.10025
30,15.0,0.5,2.029
30,17.5,2.5,1.1126666666666665
30,10.0,0.5,1.5273333333333332
30,5.0,1.0,0.851
30,20.0,2.5,1.3065
30,10.0,2.5,0.6895000000000001
30,10.0,1.0,1.0153333333333334
30,10.0,2.5,0.6895000000000001
30,15.0,2.5,0.9576666666666668
30,2.5,2.5,0.5982
30,12.5,2.5,0.8405
30,10.0,3.0,0.5976666666666667
30,20.0,2.0,1.247
30,10.0,1.0,1.0153333333333334
30,5.0,2.5,0.6084
30,5.0,2.5,0.6084
30,15.0,3.0,0.7720000000000001
30,15.0,2.5,0.9576666666666668
30,20.0,2.5,1.3065
30,17.5,2.5,1.1126666666666665
30,20.0,1.5,1.4116666666666668
30,15.0,2.5,0.9576666666666668
30,10.0,3.0,0.5976666666666667
30,15.0,2.5,0.9576666666666668
30,15.0,2.5,0.9576666666666668
30,15.0,2.5,0.9576666666666668
30,15.0,0.5,2.029
30,7.5,0.5,1.3143333333333336
30,2.5,2.5,0.5982
30,2.5,1.0,0.63
30,10.0,0.5,1.5273333333333332
30,5.0,1.0,0.851
30,17.5,2.5,1.1126666666666665
30,5.0,1.0,0.851
30,15.0,1.0,1.1573333333333335
30,10.0,0.5,1.5273333333333332
30,5.0,2.5,0.6084
30,15.0,0.5,2.029
30,10.0,1.0,1.0153333333333334
30,20.0,1.5,1.4116666666666668
30,7.5,2.5,0.6786666666666666
30,7.5,2.5,0.6786666666666666
30,2.5,2.5,0.5982
30,5.0,1.0,0.851
30,5.0,0.5,1.1675
30,15.0,1.5,1.1096666666666666
30,10.0,2.0,0.652
30,7.5,2.5,0.6786666666666666
30,15.0,0.5,2.029
30,12.5,0.5,1.7403333333333333
30,10.0,2.5,0.6895000000000001
30,2.5,1.5,0.8033333333333333
30,20.0,2.5,1.3065
30,20.0,2.5,1.3065
30,15.0,1.5,1.1096666666666666
30,7.5,2.5,0.6786666666666666
30,2.5,2.5,0.5982
30,10.0,2.0,0.652
30,10.0,2.5,0.6895000000000001
30,20.0,3.0,1.10025
30,10.0,2.5,0.6895000000000001
30,20.0,2.5,1.3065
30,15.0,1.5,1.1096666666666666
30,12.5,2.5,0.8405
30,20.0,1.0,1.7586666666666666
30,5.0,1.5,0.6476666666666667
30,5.0,2.0,0.4963333333333333
30,20.0,2.5,1.3065
30,2.5,2.5,0.5982
30,5.0,0.5,1.1675
30,5.0,2.5,0.6084
30,15.0,1.0,1.1573333333333335
30,7.5,2.5,0.6786666666666666
30,17.5,0.5,2.6945
30,12.5,2.5,0.8405
30,10.0,0.5,1.5273333333333332
30,7.5,2.5,0.6786666666666666
30,5.0,1.0,0.851
30,5.0,2.5,0.6084
30,2.5,0.5,1.0883333333333334
30,20.0,1.0,1.7586666666666666
30,17.5,0.5,2.6945
30,20.0,3.0,1.10025
30,5.0,2.5,0.6084
30,15.0,3.0,0.7720000000000001
30,5.0,1.5,0.6476666666666667
30,5.0,2.5,0.6084
30,17.5,2.5,1.1126666666666665
30,12.5,2.5,0.8405
30,7.5,2.5,0.6786666666666666
30,15.0,2.5,0.9576666666666668
30,17.5,0.5,2.6945
30,5.0,2.5,0.6084
30,10.0,0.5,1.5273333333333332
30,12.5,0.5,1.7403333333333333
30,2.5,2.5,0.5982
30,2.5,1.0,0.63
30,15.0,2.5,0.9576666666666668
30,15.0,0.5,2.029
30,2.5,1.0,0.63
30,2.5,1.5,0.8033333333333333
30,20.0,2.5,1.3065
30,17.5,0.5,2.6945
30,5.0,2.5,0.6084
30,2.5,1.5,0.8033333333333333
30,2.5,0.5,1.0883333333333334
30,20.0,2.5,1.3065
30,17.5,0.5,2.6945
30,15.0,2.5,0.9576666666666668
30,7.5,2.5,0.6786666666666666
30,5.0,1.5,0.6476666666666667
30,17.5,2.5,1.1126666666666665
30,5.0,3.0,0.48300000000000004
30,15.0,1.5,1.1096666666666666
30,10.0,2.5,0.6895000000000001
30,15.0,2.0,0.8876666666666666
30,12.5,2.5,0.8405
30,20.0,1.5,1.4116666666666668
30,5.0,2.5,0.6084
30,5.0,2.0,0.4963333333333333
30,2.5,3.0,0.465
30,7.5,2.5,0.6786666666666666
30,5.0,2.5,0.6084
30,15.0,1.0,1.1573333333333335
30,20.0,3.0,1.10025
30,2.5,1.5,0.8033333333333333
30,20.0,2.5,1.3065
30,15.0,1.5,1.1096666666666666
30,2.5,2.5,0.5982
30,5.0,3.0,0.48300000000000004
30,15.0,3.0,0.7720000000000001
30,2.5,3.0,0.465
30,10.0,1.0,1.0153333333333334
30,5.0,1.5,0.6476666666666667
30,15.0,1.5,1.1096666666666666
30,12.5,0.5,1.7403333333333333
30,5.0,3.0,0.48300000000000004
30,5.0,2.5,0.6084
30,12.5,2.5,0.8405
30,2.5,2.5,0.5982
30,2.5,1.0,0.63
30,2.5,3.0,0.465
30,15.0,2.0,0.8876666666666666
30,15.0,1.0,1.1573333333333335
30,15.0,2.0,0.8876666666666666
30,17.5,2.5,1.1126666666666665
30,7.5,2.5,0.6786666666666666
30,15.0,2.0,0.8876666666666666
30,20.0,3.0,1.10025
30,12.5,0.5,1.7403333333333333
30,5.0,3.0,0.48300000000000004
30,10.0,0.5,1.5273333333333332
30,2.5,1.0,0.63
30,20.0,3.0,1.10025
30,12.5,2.5,0.8405
30,10.0,2.5,0.6895000000000001
30,20.0,1.5,1.4116666666666668
30,5.0,1.5,0.6476666666666667
30,15.0,2.5,0.9576666666666668
30,15.0,2.5,0.9576666666666668
30,7.5,2.5,0.6786666666666666
30,15.0,2.0,0.8876666666666666
30,12.5,2.5,0.8405
30,10.0,2.5,0.6895000000000001
30,15.0,2.5,0.9576666666666668
30,5.0,3.0,0.48300000000000004
30,7.5,2.5,0.6786666666666666
30,2.5,2.5,0.5982
30,20.0,2.0,1.247
30,10.0,2.5,0.6895000000000001
30,20.0,1.0,1.7586666666666666
30,5.0,0.5,1.1675
30,15.0,3.0,0.7720000000000001
30,10.0,0.5,1.5273333333333332
30,10.0,3.0,0.5976666666666667
30,12.5,2.5,0.8405
30,5.0,1.5,0.6476666666666667
30,20.0,2.5,1.3065
30,20.0,2.5,1.3065
30,17.5,2.5,1.1126666666666665
30,2.5,0.5,1.0883333333333334
30,10.0,2.5,0.6895000000000001
30,15.0,3.0,0.7720000000000001
30,20.0,2.5,1.3065
30,12.5,2.5,0.8405
30,7.5,2.5,0.6786666666666666
30,5.0,1.0,0.851
30,10.0,3.0,0.5976666666666667
30,7.5,2.5,0.6786666666666666
30,20.0,1.0,1.7586666666666666
30,15.0,2.5,0.9576666666666668
30,2.5,1.0,0.63
30,20.0,1.0,1.7586666666666666
30,10.0,3.0,0.5976666666666667
30,20.0,2.5,1.3065
30,5.0,0.5,1.1675
30,2.5,2.5,0.5982
30,15.0,2.0,0.8876666666666666
30,7.5,0.5,1.3143333333333336
30,15.0,3.0,0.7720000000000001
30,5.0,0.5,1.1675
30,20.0,2.5,1.3065
30,17.5,2.5,1.1126666666666665
30,2.5,0.5,1.0883333333333334
30,10.0,3.0,0.5976666666666667
30,7.5,0.5,1.3143333333333336
30,12.5,2.5,0.8405
30,15.0,1.0,1.1573333333333335
30,10.0,1.5,0.7006666666666668
30,12.5,0.5,1.7403333333333333
30,5.0,2.0,0.4963333333333333
30,15.0,3.0,0.7720000000000001
30,10.0,2.5,0.6895000000000001
30,15.0,3.0,0.7720000000000001
30,12.5,0.5,1.7403333333333333
30,15.0,1.0,1.1573333333333335
30,15.0,2.5,0.9576666666666668
30,5.0,1.5,0.6476666666666667
30,7.5,0.5,1.3143333333333336
30,10.0,1.0,1.0153333333333334
30,15.0,0.5,2.029
30,10.0,3.0,0.5976666666666667
30,20.0,1.0,1.7586666666666666
30,5.0,2.5,0.6084
30,15.0,2.5,0.9576666666666668
30,5.0,2.5,0.6084
30,5.0,1.0,0.851
30,10.0,2.0,0.652
30,10.0,1.0,1.0153333333333334
30,15.0,2.5,0.9576666666666668
30,7.5,0.5,1.3143333333333336
30,15.0,1.5,1.1096666666666666
30,5.0,2.0,0.4963333333333333
30,17.5,2.5,1.1126666666666665
30,12.5,2.5,0.8405
30,15.0,1.5,1.1096666666666666
30,2.5,3.0,0.465
30,15.0,1.5,1.1096666666666666
30,7.5,2.5,0.6786666666666666
30,7.5,2.5,0.6786666666666666
30,10.0,1.5,0.7006666666666668
30,10.0,2.0,0.652
30,10.0,2.5,0.6895000000000001
30,2.5,0.5,1.0883333333333334
30,2.5,2.5,0.5982
30,12.5,2.5,0.8405
30,7.5,2.5,0.6786666666666666
30,10.0,1.5,0.7006666666666668
30,20.0,2.0,1.247
30,20.0,3.0,1.10025
30,10.0,3.0,0.5976666666666667
30,10.0,3.0,0.5976666666666667
30,5.0,2.5,0.6084
30,10.0,3.0,0.5976666666666667
30,7.5,0.5,1.3143333333333336
30,15.0,1.5,1.1096666666666666
30,10.0,2.5,0.6895000000000001
30,7.5,2.5,0.6786666666666666
30,10.0,2.5,0.6895000000000001
30,12.5,2.5,0.8405
30,7.5,2.5,0.6786666666666666
30,7.5,0.5,1.3143333333333336
30,5.0,1.5,0.6476666666666667
30,5.0,2.5,0.6084
30,7.5,2.5,0.6786666666666666
30,2.5,0.5,1.0883333333333334
30,17.5,0.5,2.6945
30,10.0,1.5,0.7006666666666668
30,2.5,1.5,0.8033333333333333
30,17.5,0.5,2.6945
30,17.5,2.5,1.1126666666666665
30,20.0,2.5,1.3065
30,12.5,2.5,0.8405
30,2.5,3.0,0.465
30,2.5,2.5,0.5982
30,20.0,2.5,1.3065
30,12.5,2.5,0.8405
30,12.5,2.5,0.8405
30,2.5,0.5,1.0883333333333334
30,20.0,2.5,1.3065
30,2.5,0.5,1.0883333333333334
30,15.0,1.5,1.1096666666666666
30,10.0,2.5,0.6895000000000001
30,5.0,1.0,0.851
30,20.0,3.0,1.10025
30,17.5,0.5,2.6945
30,5.0,0.5,1.1675
30,10.0,0.5,1.5273333333333332
30,17.5,2.5,1.1126666666666665
30,10.0,1.0,1.0153333333333334
30,2.5,2.5,0.5982
30,17.5,2.5,1.1126666666666665
30,5.0,0.5,1.1675
30,10.0,2.5,0.6895000000000001
30,10.0,1.5,0.7006666666666668
30,5.0,2.5,0.6084
30,17.5,2.5,1.1126666666666665
30,17.5,2.5,1.1126666666666665
30,17.5,2.5,1.1126666666666665
30,5.0,1.0,0.851
30,5.0,0.5,1.1675
30,10.0,1.0,1.0153333333333334
30,15.0,2.0,0.8876666666666666
30,20.0,1.0,1.7586666666666666
30,12.5,2.5,0.8405
30,17.5,0.5,2.6945
30,15.0,0.5,2.029
30,10.0,2.5,0.6895000000000001
30,2.5,1.0,0.63
30,12.5,2.5,0.8405
30,17.5,2.5,1.1126666666666665
30,15.0,0.5,2.029
30,20.0,3.0,1.10025
30,7.5,0.5,1.3143333333333336
30,15.0,3.0,0.7720000000000001
30,10.0,0.5,1.5273333333333332
30,7.5,0.5,1.3143333333333336
30,10.0,1.5,0.7006666666666668
30,5.0,1.5,0.6476666666666667
30,20.0,3.0,1.10025
30,7.5,2.5,0.6786666666666666
30,17.5,2.5,1.1126666666666665
30,10.0,2.5,0.6895000000000001
30,12.5,0.5,1.7403333333333333
30,5.0,2.0,0.4963333333333333
30,2.5,1.5,0.8033333333333333
30,7.5,0.5,1.3143333333333336
30,2.5,2.5,0.5982
30,5.0,0.5,1.1675
30,5.0,0.5,1.1675
30,2.5,1.5,0.8033333333333333
30,15.0,3.0,0.7720000000000001
30,20.0,2.5,1.3065
30,2.5,0.5,1.0883333333333334
30,7.5,2.5,0.6786666666666666
30,10.0,0.5,1.5273333333333332
30,15.0,0.5,2.029
30,15.0,0.5,2.029
30,17.5,2.5,1.1126666666666665
30,2.5,0.5,1.0883333333333334
30,5.0,2.0,0.4963333333333333
30,2.5,1.5,0.8033333333333333
30,10.0,0.5,1.5273333333333332
30,15.0,0.5,2.029
30,2.5,1.0,0.63
30,17.5,2.5,1.1126666666666665
30,20.0,2.5,1.3065
30,2.5,0.5,1.0883333333333334
30,17.5,2.5,1.1126666666666665
30,15.0,2.5,0.9576666666666668
30,10.0,1.0,1.0153333333333334
30,15.0,2.5,0.9576666666666668
30,20.0,2.5,1.3065
30,2.5,1.5,0.8033333333333333
30,2.5,3.0,0.465
30,2.5,3.0,0.465
40,20.0,2.0,1.484
40,15.0,3.0,0.8610000000000001
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,20.0,2.0,1.484
40,5.0,1.5,0.771
40,5.0,2.0,0.6996666666666668
40,20.0,2.5,1.4066666666666665
40,20.0,1.5,1.8023333333333333
40,5.0,2.5,0.7173333333333334
40,20.0,0.5,3.5774444444444438
40,2.5,2.5,0.6575
40,5.0,0.5,1.7057777777777778
40,10.0,3.0,0.6819999999999999
40,15.0,1.5,1.2343333333333335
40,5.0,0.5,1.7057777777777778
40,20.0,0.5,3.5774444444444438
40,15.0,2.0,0.953
40,2.5,2.0,0.5974999999999999
40,10.0,0.5,2.0451111111111113
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,15.0,3.0,0.8610000000000001
40,5.0,1.5,0.771
40,15.0,0.5,2.5271111111111115
40,5.0,3.0,0.601
40,5.0,1.5,0.771
40,10.0,2.5,0.983
40,15.0,2.5,1.131
40,20.0,1.5,1.8023333333333333
40,15.0,2.0,0.953
40,2.5,2.5,0.6575
40,20.0,2.0,1.484
40,2.5,0.5,1.504888888888889
40,20.0,0.5,3.5774444444444438
40,15.0,0.5,2.5271111111111115
40,5.0,0.5,1.7057777777777778
40,10.0,0.5,2.0451111111111113
40,10.0,0.5,2.0451111111111113
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,5.0,2.5,0.7173333333333334
40,10.0,3.0,0.6819999999999999
40,10.0,2.5,0.983
40,10.0,0.5,2.0451111111111113
40,10.0,2.0,0.7496666666666666
40,15.0,0.5,2.5271111111111115
40,20.0,2.0,1.484
40,2.5,2.0,0.5974999999999999
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,2.5,2.5,0.6575
40,5.0,3.0,0.601
40,5.0,2.5,0.7173333333333334
40,15.0,0.5,2.5271111111111115
40,2.5,1.5,0.781
40,15.0,0.5,2.5271111111111115
40,20.0,3.0,1.103
40,20.0,1.5,1.8023333333333333
40,15.0,0.5,2.5271111111111115
40,5.0,1.5,0.771
40,10.0,2.5,0.983
40,20.0,3.0,1.103
40,15.0,3.0,0.8610000000000001
40,20.0,0.5,3.5774444444444438
40,2.5,3.0,0.509
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,2.5,2.0,0.5974999999999999
40,2.5,2.0,0.5974999999999999
40,5.0,2.0,0.6996666666666668
40,10.0,2.0,0.7496666666666666
40,15.0,0.5,2.5271111111111115
40,10.0,0.5,2.0451111111111113
40,15.0,1.5,1.2343333333333335
40,5.0,0.5,1.7057777777777778
40,15.0,0.5,2.5271111111111115
40,15.0,3.0,0.8610000000000001
40,2.5,1.5,0.781
40,2.5,3.0,0.509
40,5.0,0.5,1.7057777777777778
40,20.0,2.5,1.4066666666666665
40,5.0,2.0,0.6996666666666668
40,2.5,2.5,0.6575
40,10.0,1.5,0.9276666666666666
40,10.0,0.5,2.0451111111111113
40,15.0,1.5,1.2343333333333335
40,2.5,1.5,0.781
40,15.0,0.5,2.5271111111111115
40,5.0,0.5,1.7057777777777778
40,15.0,2.5,1.131
40,2.5,0.5,1.504888888888889
40,10.0,0.5,2.0451111111111113
40,15.0,3.0,0.8610000000000001
40,10.0,1.5,0.9276666666666666
40,20.0,3.0,1.103
40,2.5,2.5,0.6575
40,20.0,1.5,1.8023333333333333
40,10.0,3.0,0.6819999999999999
40,5.0,3.0,0.601
40,2.5,2.5,0.6575
40,15.0,1.5,1.2343333333333335
40,15.0,2.5,1.131
40,20.0,2.5,1.4066666666666665
40,10.0,1.5,0.9276666666666666
40,5.0,2.5,0.7173333333333334
40,20.0,0.5,3.5774444444444438
40,20.0,2.5,1.4066666666666665
40,15.0,3.0,0.8610000000000001
40,2.5,3.0,0.509
40,15.0,0.5,2.5271111111111115
40,15.0,2.5,1.131
40,5.0,3.0,0.601
40,2.5,3.0,0.509
40,10.0,2.0,0.7496666666666666
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,15.0,2.0,0.953
40,10.0,2.5,0.983
40,5.0,2.5,0.7173333333333334
40,5.0,3.0,0.601
40,2.5,2.5,0.6575
40,2.5,2.0,0.5974999999999999
40,10.0,3.0,0.6819999999999999
40,20.0,2.0,1.484
40,15.0,1.5,1.2343333333333335
40,10.0,2.5,0.983
40,5.0,0.5,1.7057777777777778
40,20.0,2.5,1.4066666666666665
40,10.0,0.5,2.0451111111111113
40,10.0,0.5,2.0451111111111113
40,20.0,3.0,1.103
40,2.5,0.5,1.504888888888889
40,2.5,2.5,0.6575
40,20.0,0.5,3.5774444444444438
40,2.5,0.5,1.504888888888889
40,5.0,2.0,0.6996666666666668
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,5.0,2.0,0.6996666666666668
40,15.0,2.5,1.131
40,2.5,0.5,1.504888888888889
40,10.0,3.0,0.6819999999999999
40,20.0,3.0,1.103
40,15.0,2.0,0.953
40,20.0,0.5,3.5774444444444438
40,10.0,2.0,0.7496666666666666
40,5.0,2.5,0.7173333333333334
40,5.0,0.5,1.7057777777777778
40,2.5,0.5,1.504888888888889
40,15.0,3.0,0.8610000000000001
40,20.0,1.5,1.8023333333333333
40,2.5,0.5,1.504888888888889
40,20.0,0.5,3.5774444444444438
40,20.0,1.5,1.8023333333333333
40,10.0,0.5,2.0451111111111113
40,10.0,0.5,2.0451111111111113
40,20.0,2.0,1.484
40,2.5,1.5,0.781
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,15.0,3.0,0.8610000000000001
40,15.0,3.0,0.8610000000000001
40,15.0,2.5,1.131
40,2.5,2.0,0.5974999999999999
40,5.0,3.0,0.601
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,10.0,0.5,2.0451111111111113
40,5.0,2.0,0.6996666666666668
40,10.0,0.5,2.0451111111111113
40,20.0,0.5,3.5774444444444438
40,20.0,2.0,1.484
40,5.0,2.5,0.7173333333333334
40,10.0,0.5,2.0451111111111113
40,20.0,2.5,1.4066666666666665
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,2.5,0.5,1.504888888888889
40,10.0,1.5,0.9276666666666666
40,10.0,0.5,2.0451111111111113
40,15.0,2.5,1.131
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,10.0,0.5,2.0451111111111113
40,10.0,1.5,0.9276666666666666
40,10.0,0.5,2.0451111111111113
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,5.0,0.5,1.7057777777777778
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,20.0,0.5,3.5774444444444438
40,5.0,2.5,0.7173333333333334
40,5.0,0.5,1.7057777777777778
40,10.0,2.5,0.983
40,20.0,3.0,1.103
40,2.5,1.5,0.781
40,10.0,0.5,2.0451111111111113
40,2.5,1.5,0.781
40,15.0,2.5,1.131
40,2.5,0.5,1.504888888888889
40,10.0,1.5,0.9276666666666666
40,10.0,0.5,2.0451111111111113
40,10.0,2.0,0.7496666666666666
40,5.0,0.5,1.7057777777777778
40,15.0,2.5,1.131
40,2.5,0.5,1.504888888888889
40,15.0,2.0,0.953
