die_opening,distance,thickness,mean_springback
40,2.5,2.0,0.5974999999999999
40,20.0,0.5,3.5774444444444438
40,5.0,0.5,1.7057777777777778
40,20.0,0.5,3.5774444444444438
40,2.5,0.5,1.504888888888889
40,15.0,3.0,0.8610000000000001
40,2.5,1.5,0.781
40,5.0,0.5,1.7057777777777778
40,15.0,1.5,1.2343333333333335
40,5.0,0.5,1.7057777777777778
40,15.0,2.0,0.953
40,20.0,0.5,3.5774444444444438
40,2.5,2.0,0.5974999999999999
40,5.0,0.5,1.7057777777777778
40,20.0,0.5,3.5774444444444438
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,5.0,3.0,0.601
40,5.0,2.5,0.7173333333333334
40,20.0,0.5,3.5774444444444438
40,10.0,2.0,0.7496666666666666
40,5.0,1.5,0.771
40,10.0,2.5,0.983
40,20.0,0.5,3.5774444444444438
40,5.0,2.0,0.6996666666666668
40,5.0,3.0,0.601
40,10.0,0.5,2.0451111111111113
40,10.0,2.5,0.983
40,20.0,0.5,3.5774444444444438
40,2.5,2.0,0.5974999999999999
40,5.0,2.5,0.7173333333333334
40,2.5,0.5,1.504888888888889
40,15.0,1.5,1.2343333333333335
40,2.5,2.0,0.5974999999999999
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,5.0,3.0,0.601
40,15.0,3.0,0.8610000000000001
40,20.0,3.0,1.103
40,15.0,0.5,2.5271111111111115
40,20.0,1.5,1.8023333333333333
40,20.0,0.5,3.5774444444444438
40,2.5,0.5,1.504888888888889
40,5.0,2.0,0.6996666666666668
40,10.0,2.5,0.983
40,5.0,2.0,0.6996666666666668
40,15.0,2.0,0.953
40,2.5,0.5,1.504888888888889
40,20.0,1.5,1.8023333333333333
40,20.0,0.5,3.5774444444444438
40,20.0,1.5,1.8023333333333333
40,10.0,0.5,2.0451111111111113
40,10.0,2.5,0.983
40,10.0,1.5,0.9276666666666666
40,5.0,0.5,1.7057777777777778
40,20.0,3.0,1.103
40,15.0,0.5,2.5271111111111115
40,5.0,0.5,1.7057777777777778
40,2.5,0.5,1.504888888888889
40,20.0,3.0,1.103
40,10.0,0.5,2.0451111111111113
40,5.0,1.5,0.771
40,5.0,2.5,0.7173333333333334
40,10.0,2.0,0.7496666666666666
40,10.0,2.0,0.7496666666666666
40,2.5,3.0,0.509
40,2.5,2.5,0.6575
40,20.0,2.5,1.4066666666666665
40,2.5,3.0,0.509
40,15.0,0.5,2.5271111111111115
40,5.0,0.5,1.7057777777777778
40,5.0,2.0,0.6996666666666668
40,2.5,2.0,0.5974999999999999
40,10.0,1.5,0.9276666666666666
40,15.0,3.0,0.8610000000000001
40,20.0,0.5,3.5774444444444438
40,15.0,2.0,0.953
40,10.0,2.0,0.7496666666666666
40,10.0,3.0,0.6819999999999999
40,15.0,3.0,0.8610000000000001
40,2.5,0.5,1.504888888888889
40,10.0,3.0,0.6819999999999999
40,10.0,3.0,0.6819999999999999
40,2.5,0.5,1.504888888888889
40,20.0,0.5,3.5774444444444438
40,2.5,3.0,0.509
40,10.0,0.5,2.0451111111111113
40,2.5,3.0,0.509
40,20.0,2.5,1.4066666666666665
40,2.5,2.5,0.6575
40,2.5,0.5,1.504888888888889
40,2.5,2.5,0.6575
40,15.0,2.0,0.953
40,15.0,2.5,1.131
40,2.5,2.5,0.6575
40,2.5,1.5,0.781
40,10.0,3.0,0.6819999999999999
40,10.0,2.5,0.983
40,5.0,3.0,0.601
40,2.5,1.5,0.781
40,10.0,0.5,2.0451111111111113
40,20.0,1.5,1.8023333333333333
40,10.0,2.0,0.7496666666666666
40,2.5,2.0,0.5974999999999999
40,20.0,2.0,1.484
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,15.0,0.5,2.5271111111111115
40,2.5,0.5,1.504888888888889
40,15.0,3.0,0.8610000000000001
40,10.0,0.5,2.0451111111111113
40,15.0,0.5,2.5271111111111115
40,20.0,2.5,1.4066666666666665
40,15.0,0.5,2.5271111111111115
40,5.0,2.0,0.6996666666666668
40,20.0,2.0,1.484
40,5.0,2.5,0.7173333333333334
40,2.5,0.5,1.504888888888889
40,10.0,3.0,0.6819999999999999
40,15.0,2.0,0.953
40,5.0,0.5,1.7057777777777778
40,10.0,1.5,0.9276666666666666
40,20.0,1.5,1.8023333333333333
40,5.0,0.5,1.7057777777777778
40,10.0,2.5,0.983
40,20.0,0.5,3.5774444444444438
40,15.0,0.5,2.5271111111111115
40,5.0,2.0,0.6996666666666668
40,2.5,0.5,1.504888888888889
40,15.0,0.5,2.5271111111111115
40,5.0,1.5,0.771
40,2.5,2.5,0.6575
40,20.0,2.0,1.484
40,10.0,0.5,2.0451111111111113
40,15.0,0.5,2.5271111111111115
40,10.0,1.5,0.9276666666666666
40,10.0,2.0,0.7496666666666666
40,5.0,1.5,0.771
40,15.0,2.5,1.131
40,15.0,2.5,1.131
40,5.0,0.5,1.7057777777777778
40,15.0,1.5,1.2343333333333335
40,20.0,1.5,1.8023333333333333
40,10.0,1.5,0.9276666666666666
40,5.0,2.5,0.7173333333333334
40,2.5,1.5,0.781
40,2.5,1.5,0.781
40,15.0,2.0,0.953
40,15.0,0.5,2.5271111111111115
40,5.0,3.0,0.601
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,10.0,2.5,0.983
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,5.0,2.0,0.6996666666666668
40,20.0,3.0,1.103
40,15.0,0.5,2.5271111111111115
40,20.0,3.0,1.103
40,5.0,1.5,0.771
40,5.0,2.5,0.7173333333333334
40,10.0,3.0,0.6819999999999999
40,15.0,0.5,2.5271111111111115
40,2.5,1.5,0.781
40,10.0,1.5,0.9276666666666666
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,20.0,3.0,1.103
40,5.0,0.5,1.7057777777777778
40,15.0,0.5,2.5271111111111115
40,5.0,3.0,0.601
40,5.0,0.5,1.7057777777777778
40,2.5,0.5,1.504888888888889
40,15.0,2.5,1.131
40,15.0,0.5,2.5271111111111115
40,15.0,2.5,1.131
40,2.5,1.5,0.781
40,5.0,1.5,0.771
40,10.0,1.5,0.9276666666666666
40,20.0,2.5,1.4066666666666665
40,20.0,0.5,3.5774444444444438
40,5.0,0.5,1.7057777777777778
40,2.5,2.5,0.6575
40,15.0,2.0,0.953
40,5.0,2.5,0.7173333333333334
40,20.0,3.0,1.103
40,20.0,2.0,1.484
40,10.0,0.5,2.0451111111111113
40,15.0,2.0,0.953
40,2.5,2.0,0.5974999999999999
40,15.0,0.5,2.5271111111111115
40,5.0,1.5,0.771
40,15.0,1.5,1.2343333333333335
40,5.0,1.5,0.771
40,20.0,2.5,1.4066666666666665
40,10.0,2.0,0.7496666666666666
40,5.0,0.5,1.7057777777777778
40,20.0,2.5,1.4066666666666665
40,10.0,2.0,0.7496666666666666
40,10.0,3.0,0.6819999999999999
40,10.0,3.0,0.6819999999999999
40,15.0,0.5,2.5271111111111115
40,5.0,3.0,0.601
40,20.0,1.5,1.8023333333333333
40,5.0,0.5,1.7057777777777778
40,2.5,1.5,0.781
40,10.0,3.0,0.6819999999999999
40,10.0,2.0,0.7496666666666666
40,20.0,2.0,1.484
40,10.0,0.5,2.0451111111111113
40,10.0,2.0,0.7496666666666666
40,20.0,0.5,3.5774444444444438
40,15.0,1.5,1.2343333333333335
40,10.0,1.5,0.9276666666666666
40,2.5,0.5,1.504888888888889
40,15.0,3.0,0.8610000000000001
40,20.0,0.5,3.5774444444444438
40,20.0,1.5,1.8023333333333333
40,2.5,0.5,1.504888888888889
40,20.0,1.5,1.8023333333333333
40,2.5,0.5,1.504888888888889
40,15.0,2.5,1.131
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,2.5,3.0,0.509
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,2.5,2.5,0.6575
40,5.0,2.5,0.7173333333333334
40,5.0,0.5,1.7057777777777778
40,5.0,3.0,0.601
40,5.0,0.5,1.7057777777777778
40,20.0,2.5,1.4066666666666665
40,15.0,0.5,2.5271111111111115
40,5.0,0.5,1.7057777777777778
40,5.0,0.5,1.7057777777777778
40,2.5,3.0,0.509
40,10.0,2.5,0.983
40,20.0,3.0,1.103
40,20.0,2.0,1.484
40,20.0,0.5,3.5774444444444438
40,20.0,0.5,3.5774444444444438
40,20.0,0.5,3.5774444444444438
40,20.0,0.5,3.5774444444444438
40,2.5,2.0,0.5974999999999999
40,20.0,0.5,3.5774444444444438
40,20.0,2.5,1.4066666666666665
40,5.0,0.5,1.7057777777777778
40,20.0,2.0,1.484
40,20.0,2.5,1.4066666666666665
40,2.5,3.0,0.509
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,2.5,0.5,1.504888888888889
40,5.0,1.5,0.771
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,20.0,0.5,3.5774444444444438
40,10.0,0.5,2.0451111111111113
40,15.0,2.0,0.953
40,10.0,3.0,0.6819999999999999
40,20.0,2.0,1.484
40,5.0,2.0,0.6996666666666668
40,20.0,0.5,3.5774444444444438
40,5.0,0.5,1.7057777777777778
40,10.0,2.5,0.983
40,2.5,0.5,1.504888888888889
40,10.0,0.5,2.0451111111111113
40,20.0,2.5,1.4066666666666665
40,5.0,2.0,0.6996666666666668
40,5.0,1.5,0.771
40,2.5,0.5,1.504888888888889
40,5.0,0.5,1.7057777777777778
40,10.0,0.5,2.0451111111111113
40,5.0,0.5,1.7057777777777778
40,5.0,1.5,0.771
40,15.0,1.5,1.2343333333333335
40,2.5,3.0,0.509
40,15.0,0.5,2.5271111111111115
40,20.0,0.5,3.5774444444444438
40,20.0,3.0,1.103
40,2.5,0.5,1.504888888888889
40,20.0,0.5,3.5774444444444438
40,2.5,2.5,0.6575
40,2.5,3.0,0.509
40,10.0,0.5,2.0451111111111113
40,5.0,0.5,1.7057777777777778
40,10.0,0.5,2.0451111111111113
40,2.5,2.0,0.5974999999999999
40,20.0,0.5,3.5774444444444438
40,15.0,1.5,1.2343333333333335
40,15.0,2.0,0.953
40,2.5,3.0,0.509
40,10.0,0.5,2.0451111111111113
40,20.0,0.5,3.5774444444444438
40,20.0,0.5,3.5774444444444438
40,10.0,0.5,2.0451111111111113
40,5.0,3.0,0.601
40,2.5,1.5,0.781
40,10.0,0.5,2.0451111111111113
40,15.0,2.5,1.131
40,15.0,1.5,1.2343333333333335
40,20.0,0.5,3.5774444444444438
40,10.0,2.5,0.983
40,5.0,0.5,1.7057777777777778
40,15.0,1.5,1.2343333333333335
40,10.0,0.5,2.0451111111111113
40,2.5,0.5,1.504888888888889
40,20.0,0.5,3.5774444444444438
40,2.5,3.0,0.509
40,5.0,0.5,1.7057777777777778
40,15.0,1.5,1.2343333333333335
40,10.0,1.5,0.9276666666666666
50,15.0,1.5,1.3946666666666667
50,15.0,2.5,1.3953333333333333
50,15.0,0.5,3.4629999999999996
50,20.0,1.5,1.7236666666666665
50,10.0,1.0,1.3853333333333335
50,15.0,2.0,1.5596666666666668
50,15.0,0.5,3.4629999999999996
50,15.0,0.5,3.4629999999999996
50,10.0,2.0,0.9463333333333334
50,20.0,2.0,1.40425
50,20.0,3.0,1.1863333333333335
50,15.0,0.5,3.4629999999999996
50,2.5,3.0,0.7333333333333334
50,15.0,0.5,3.4629999999999996
50,5.0,3.0,0.7643333333333334
50,5.0,3.0,0.7643333333333334
50,2.5,1.5,1.28375
50,15.0,2.0,1.5596666666666668
50,10.0,1.5,1.0753333333333335
50,10.0,2.5,1.204
50,5.0,1.5,0.9380000000000001
50,10.0,3.0,0.8576666666666667
50,2.5,1.5,1.28375
50,20.0,2.5,1.656
50,5.0,3.0,0.7643333333333334
50,15.0,2.0,1.5596666666666668
50,15.0,2.5,1.3953333333333333
50,15.0,2.5,1.3953333333333333
50,5.0,1.0,0.9205000000000001
50,20.0,1.0,2.038
50,15.0,2.0,1.5596666666666668
50,5.0,1.0,0.9205000000000001
50,2.5,2.0,0.7719999999999999
50,15.0,1.5,1.3946666666666667
50,5.0,1.5,0.9380000000000001
50,20.0,2.0,1.40425
50,2.5,1.0,1.0410000000000001
50,10.0,3.0,0.8576666666666667
50,5.0,1.5,0.9380000000000001
50,10.0,3.0,0.8576666666666667
50,15.0,2.5,1.3953333333333333
50,10.0,3.0,0.8576666666666667
50,5.0,3.0,0.7643333333333334
50,10.0,1.5,1.0753333333333335
50,20.0,1.5,1.7236666666666665
50,5.0,2.0,0.751
50,20.0,2.5,1.656
50,20.0,2.0,1.40425
50,15.0,2.5,1.3953333333333333
50,15.0,3.0,1.0313333333333332
50,20.0,2.0,1.40425
50,20.0,1.0,2.038
50,15.0,1.0,1.6183333333333334
50,5.0,1.5,0.9380000000000001
50,15.0,1.5,1.3946666666666667
50,20.0,2.0,1.40425
50,5.0,1.5,0.9380000000000001
50,15.0,2.0,1.5596666666666668
50,20.0,1.0,2.038
50,10.0,1.0,1.3853333333333335
50,5.0,3.0,0.7643333333333334
50,15.0,0.5,3.4629999999999996
50,20.0,3.0,1.1863333333333335
50,10.0,3.0,0.8576666666666667
50,15.0,2.5,1.3953333333333333
50,15.0,2.0,1.5596666666666668
50,5.0,2.5,0.9329999999999999
50,2.5,3.0,0.7333333333333334
50,10.0,0.5,2.7070000000000003
50,5.0,0.5,2.334
50,15.0,2.5,1.3953333333333333
50,5.0,1.5,0.9380000000000001
50,10.0,2.0,0.9463333333333334
50,10.0,2.0,0.9463333333333334
50,15.0,1.5,1.3946666666666667
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,2.5,1.5,1.28375
50,15.0,1.5,1.3946666666666667
50,15.0,1.0,1.6183333333333334
50,20.0,2.0,1.40425
50,5.0,2.5,0.9329999999999999
50,15.0,2.0,1.5596666666666668
50,2.5,2.0,0.7719999999999999
50,15.0,1.0,1.6183333333333334
50,10.0,1.5,1.0753333333333335
50,15.0,3.0,1.0313333333333332
50,15.0,2.0,1.5596666666666668
50,20.0,2.5,1.656
50,20.0,3.0,1.1863333333333335
50,15.0,1.0,1.6183333333333334
50,5.0,3.0,0.7643333333333334
50,20.0,1.5,1.7236666666666665
50,2.5,3.0,0.7333333333333334
50,10.0,1.0,1.3853333333333335
50,5.0,3.0,0.7643333333333334
50,20.0,1.0,2.038
50,15.0,1.0,1.6183333333333334
50,5.0,3.0,0.7643333333333334
50,5.0,0.5,2.334
50,5.0,1.5,0.9380000000000001
50,20.0,3.0,1.1863333333333335
50,2.5,1.0,1.0410000000000001
50,5.0,1.0,0.9205000000000001
50,20.0,1.0,2.038
50,5.0,2.5,0.9329999999999999
50,2.5,1.0,1.0410000000000001
50,5.0,1.0,0.9205000000000001
50,20.0,2.5,1.656
50,10.0,1.5,1.0753333333333335
50,5.0,1.0,0.9205000000000001
50,2.5,2.0,0.7719999999999999
50,10.0,1.5,1.0753333333333335
50,20.0,1.0,2.038
50,20.0,1.0,2.038
50,2.5,1.5,1.28375
50,2.5,1.0,1.0410000000000001
50,10.0,1.0,1.3853333333333335
50,5.0,1.0,0.9205000000000001
50,20.0,1.0,2.038
50,5.0,1.5,0.9380000000000001
50,15.0,1.5,1.3946666666666667
50,5.0,1.0,0.9205000000000001
50,10.0,0.5,2.7070000000000003
50,10.0,0.5,2.7070000000000003
50,5.0,0.5,2.334
50,20.0,0.5,3.987
50,10.0,0.5,2.7070000000000003
50,20.0,0.5,3.987
50,20.0,1.5,1.7236666666666665
50,5.0,0.5,2.334
50,20.0,0.5,3.987
50,5.0,0.5,2.334
50,20.0,0.5,3.987
50,5.0,1.5,0.9380000000000001
50,5.0,0.5,2.334
50,20.0,0.5,3.987
50,5.0,1.5,0.9380000000000001
50,10.0,1.5,1.0753333333333335
50,10.0,1.5,1.0753333333333335
50,20.0,2.0,1.40425
50,10.0,0.5,2.7070000000000003
50,20.0,0.5,3.987
50,10.0,0.5,2.7070000000000003
50,5.0,3.0,0.7643333333333334
50,20.0,2.0,1.40425
50,2.5,1.5,1.28375
50,20.0,1.0,2.038
50,10.0,2.0,0.9463333333333334
50,20.0,3.0,1.1863333333333335
50,20.0,2.5,1.656
50,10.0,1.0,1.3853333333333335
50,20.0,1.0,2.038
50,15.0,3.0,1.0313333333333332
50,5.0,3.0,0.7643333333333334
50,10.0,1.0,1.3853333333333335
50,2.5,3.0,0.7333333333333334
50,10.0,1.0,1.3853333333333335
50,15.0,1.5,1.3946666666666667
50,2.5,2.0,0.7719999999999999
50,5.0,2.0,0.751
50,2.5,1.5,1.28375
50,15.0,2.5,1.3953333333333333
50,10.0,2.5,1.204
50,15.0,2.0,1.5596666666666668
50,2.5,3.0,0.7333333333333334
50,2.5,2.0,0.7719999999999999
50,10.0,2.5,1.204
50,15.0,2.0,1.5596666666666668
50,10.0,2.5,1.204
50,20.0,3.0,1.1863333333333335
50,10.0,2.5,1.204
50,5.0,2.0,0.751
50,5.0,2.5,0.9329999999999999
50,10.0,2.0,0.9463333333333334
50,2.5,1.5,1.28375
50,20.0,2.0,1.40425
50,10.0,2.0,0.9463333333333334
50,5.0,1.0,0.9205000000000001
50,15.0,3.0,1.0313333333333332
50,2.5,3.0,0.7333333333333334
50,10.0,1.5,1.0753333333333335
50,5.0,1.5,0.9380000000000001
50,15.0,1.5,1.3946666666666667
50,2.5,1.5,1.28375
50,2.5,2.0,0.7719999999999999
50,2.5,1.5,1.28375
50,10.0,3.0,0.8576666666666667
50,20.0,2.5,1.656
50,10.0,3.0,0.8576666666666667
50,2.5,1.0,1.0410000000000001
50,15.0,3.0,1.0313333333333332
50,10.0,1.0,1.3853333333333335
50,10.0,3.0,0.8576666666666667
50,2.5,1.5,1.28375
50,10.0,1.5,1.0753333333333335
50,2.5,3.0,0.7333333333333334
50,15.0,1.5,1.3946666666666667
50,10.0,2.0,0.9463333333333334
50,15.0,1.0,1.6183333333333334
50,2.5,2.0,0.7719999999999999
50,5.0,0.5,2.334
50,10.0,0.5,2.7070000000000003
50,15.0,1.5,1.3946666666666667
50,20.0,3.0,1.1863333333333335
50,2.5,1.0,1.0410000000000001
50,20.0,1.5,1.7236666666666665
50,5.0,2.0,0.751
50,5.0,1.5,0.9380000000000001
50,15.0,1.0,1.6183333333333334
50,20.0,1.5,1.7236666666666665
50,15.0,2.5,1.3953333333333333
50,20.0,2.0,1.40425
50,5.0,2.5,0.9329999999999999
50,10.0,1.5,1.0753333333333335
50,15.0,2.0,1.5596666666666668
50,15.0,3.0,1.0313333333333332
50,5.0,1.0,0.9205000000000001
50,20.0,2.0,1.40425
50,5.0,2.5,0.9329999999999999
50,20.0,3.0,1.1863333333333335
50,20.0,1.5,1.7236666666666665
50,15.0,1.0,1.6183333333333334
50,15.0,1.0,1.6183333333333334
50,5.0,2.0,0.751
50,2.5,2.0,0.7719999999999999
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,5.0,3.0,0.7643333333333334
50,5.0,2.5,0.9329999999999999
50,15.0,1.0,1.6183333333333334
50,10.0,2.5,1.204
50,5.0,2.5,0.9329999999999999
50,10.0,3.0,0.8576666666666667
50,15.0,2.0,1.5596666666666668
50,20.0,3.0,1.1863333333333335
50,20.0,1.5,1.7236666666666665
50,2.5,3.0,0.7333333333333334
50,10.0,2.5,1.204
50,5.0,3.0,0.7643333333333334
50,15.0,1.5,1.3946666666666667
50,2.5,1.0,1.0410000000000001
50,15.0,0.5,3.4629999999999996
50,20.0,2.0,1.40425
50,10.0,3.0,0.8576666666666667
50,15.0,1.5,1.3946666666666667
50,20.0,1.5,1.7236666666666665
50,2.5,2.0,0.7719999999999999
50,10.0,3.0,0.8576666666666667
50,20.0,1.5,1.7236666666666665
50,15.0,1.5,1.3946666666666667
50,10.0,2.0,0.9463333333333334
50,20.0,3.0,1.1863333333333335
50,20.0,2.0,1.40425
50,15.0,3.0,1.0313333333333332
50,15.0,0.5,3.4629999999999996
50,20.0,3.0,1.1863333333333335
50,10.0,2.0,0.9463333333333334
50,10.0,1.0,1.3853333333333335
50,15.0,0.5,3.4629999999999996
50,5.0,2.5,0.9329999999999999
50,15.0,0.5,3.4629999999999996
50,10.0,1.0,1.3853333333333335
50,2.5,3.0,0.7333333333333334
50,15.0,1.5,1.3946666666666667
50,10.0,2.0,0.9463333333333334
50,2.5,2.0,0.7719999999999999
50,10.0,3.0,0.8576666666666667
50,15.0,0.5,3.4629999999999996
50,15.0,0.5,3.4629999999999996
50,10.0,2.0,0.9463333333333334
50,5.0,1.5,0.9380000000000001
50,5.0,2.5,0.9329999999999999
50,10.0,1.5,1.0753333333333335
50,5.0,2.0,0.751
50,15.0,2.5,1.3953333333333333
50,20.0,2.0,1.40425
50,2.5,3.0,0.7333333333333334
50,15.0,1.0,1.6183333333333334
50,5.0,3.0,0.7643333333333334
50,2.5,3.0,0.7333333333333334
50,20.0,2.0,1.40425
50,2.5,1.5,1.28375
50,15.0,1.5,1.3946666666666667
50,5.0,3.0,0.7643333333333334
50,10.0,1.5,1.0753333333333335
50,2.5,1.0,1.0410000000000001
50,5.0,3.0,0.7643333333333334
50,20.0,2.5,1.656
50,10.0,2.5,1.204
50,20.0,1.5,1.7236666666666665
50,2.5,1.5,1.28375
50,2.5,3.0,0.7333333333333334
50,5.0,1.5,0.9380000000000001
50,2.5,1.0,1.0410000000000001
50,20.0,1.5,1.7236666666666665
50,10.0,2.0,0.9463333333333334
50,5.0,2.5,0.9329999999999999
50,5.0,2.0,0.751
50,5.0,0.5,2.334
50,2.5,2.0,0.7719999999999999
50,2.5,2.0,0.7719999999999999
50,15.0,2.0,1.5596666666666668
50,15.0,3.0,1.0313333333333332
50,20.0,2.5,1.656
50,10.0,1.5,1.0753333333333335
50,2.5,2.0,0.7719999999999999
50,10.0,1.5,1.0753333333333335
50,5.0,1.5,0.9380000000000001
50,2.5,1.5,1.28375
50,10.0,1.0,1.3853333333333335
50,15.0,2.5,1.3953333333333333
50,10.0,3.0,0.8576666666666667
50,5.0,1.0,0.9205000000000001
50,15.0,1.0,1.6183333333333334
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,20.0,1.5,1.7236666666666665
50,2.5,2.0,0.7719999999999999
50,10.0,3.0,0.8576666666666667
50,15.0,1.0,1.6183333333333334
50,20.0,2.5,1.656
50,5.0,1.5,0.9380000000000001
50,10.0,1.0,1.3853333333333335
50,2.5,1.0,1.0410000000000001
50,20.0,1.5,1.7236666666666665
50,15.0,2.0,1.5596666666666668
50,15.0,1.5,1.3946666666666667
50,10.0,2.0,0.9463333333333334
50,2.5,2.0,0.7719999999999999
50,20.0,2.5,1.656
50,2.5,3.0,0.7333333333333334
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,20.0,1.0,2.038
50,20.0,3.0,1.1863333333333335
50,20.0,3.0,1.1863333333333335
50,2.5,1.5,1.28375
50,5.0,2.0,0.751
50,15.0,3.0,1.0313333333333332
50,20.0,2.5,1.656
50,10.0,2.5,1.204
50,10.0,1.5,1.0753333333333335
50,10.0,2.5,1.204
50,2.5,1.0,1.0410000000000001
50,10.0,3.0,0.8576666666666667
50,20.0,1.0,2.038
50,20.0,3.0,1.1863333333333335
50,2.5,1.5,1.28375
50,10.0,2.0,0.9463333333333334
50,10.0,1.0,1.3853333333333335
50,2.5,3.0,0.7333333333333334
50,20.0,3.0,1.1863333333333335
50,5.0,2.5,0.9329999999999999
50,10.0,1.5,1.0753333333333335
50,20.0,1.5,1.7236666666666665
50,20.0,2.0,1.40425
50,15.0,1.0,1.6183333333333334
50,20.0,2.5,1.656
50,10.0,1.0,1.3853333333333335
50,15.0,2.0,1.5596666666666668
50,15.0,3.0,1.0313333333333332
50,5.0,2.0,0.751
50,2.5,2.0,0.7719999999999999
50,5.0,2.0,0.751
50,10.0,2.0,0.9463333333333334
50,10.0,2.5,1.204
50,10.0,0.5,2.7070000000000003
50,20.0,1.0,2.038
50,5.0,1.0,0.9205000000000001
50,5.0,2.0,0.751
50,2.5,1.0,1.0410000000000001
50,2.5,1.0,1.0410000000000001
50,10.0,0.5,2.7070000000000003
50,10.0,0.5,2.7070000000000003
50,2.5,1.0,1.0410000000000001
50,15.0,2.5,1.3953333333333333
50,5.0,1.0,0.9205000000000001
50,10.0,0.5,2.7070000000000003
50,2.5,1.5,1.28375
50,5.0,0.5,2.334
50,20.0,0.5,3.987
50,2.5,3.0,0.7333333333333334
50,10.0,2.0,0.9463333333333334
50,10.0,2.5,1.204
50,5.0,1.0,0.9205000000000001
50,20.0,1.5,1.7236666666666665
50,5.0,1.0,0.9205000000000001
50,20.0,0.5,3.987
50,20.0,1.0,2.038
50,20.0,0.5,3.987
50,5.0,0.5,2.334
50,15.0,2.0,1.5596666666666668
50,20.0,0.5,3.987
50,10.0,0.5,2.7070000000000003
50,20.0,0.5,3.987
50,5.0,0.5,2.334
50,5.0,0.5,2.334
50,20.0,0.5,3.987
